ATT:Id;ATT:Name;ATT:ParkingArea;ATT:Description;ATT:Type;COM:Id;LOC:Id;ADD:Id
720;Giardino della Pace;False;"Giardino della Pace 

  







  
  







  




  







  
   
  




";Parchi e orti botanici;0;396;177
721;Nordic Walking;False;Tra il lago e la montagna si snoda una rete di percorsi panoramici e a picco sul lago, perfetti per uscite nordic walking e trekking.Sono itinerari da percorrere da soli o in compagnia di guide esperte, attraverso boschi e in prossimità del lago, incontrando scenari eccezionali e sentieri con testimonianze storiche ed artistiche.Un dislivello complessivo di 2.648 m per circa più di 100 km di percorsi, garantiscono escursioni nordic walking sia in quota che lungo sentieri che arrivano sino alle rive del Lago di Garda.13 itinerari, segnalati con colori diversi e appositi cartelli posti lungo i sentieri, si differenziano in relazione allo sviluppo chilometrico, al dislivello e al grado di difficoltà.3 punti di partenza diversi ad Arco, con pannelli che riportano la mappa panoramica dell’area: a Prabi nel fondo valle, in quota presso malga Zanga sul Monte Velo, e in località San Giovanni al Monte presso l’omonima malga.;Nordic Walking;0;176;10
722;Arrampicata Sportiva - Le Falesie;False;"Il comune di Arco, fin dai primi anni 90, ha intrapreso una azione di valorizzazione ed attrezzatura della falesie per arrampicata, iniziativa, in quegli anni, unica a livello mondiale.Azione che si è poi sviluppata negli anni 2000 con il Piano Generale delle Falesie ed è poi continuata, a partire dal 2008, nel progetto Outdoor Park Garda Trentino.Quest'ultimo vede lavorare ad un tavolo comune, sotto la regia di Ingarda S.p.A, le sei Amministrazioni Comunali del Garda Trentino, per la valorizzazione e conservazione dei siti ed itinerari dedicati allo sport outdoor.Nell'ambito di questo piano sono state scelte alcune falesie, di proprietà comunale, che garantissero adeguati livello di sicurezza e ricchezza di itinerari, trasformandole in vere e proprie palestre a cielo aperto. Non solo si è provveduto alla messa in sicurezza della parete con disgaggio e attrezzatura degli itinerari in un ottica di massima sicurezza , ma si è anche intervenuti sullo spazio circostante creando vie di accesso, individuando aree parcheggio, realizzando toilette, posando segnaletica per rendere allo stesso tempo l'ambiente più fruibile e riducendo l'impatto.Le Falesie inserite nell'Outdoor Park Garda Trentino sono regolarmente controllate e  manutentate dalle guide alpine su incarico della Amministrazione Comunale. Alla data del 31.12.2013 sono: Muro dell'Asino (Monte Colodri), Placche di Baone, Piazzole ( Padaro), Massi di Prabi, Calvario ( Valletta di Laghel), Policromuro ed Abissi ( strada per Pianaura). L'intervento di qualificazione delle Placche di Baone è stato un importante segnale di come Arco voglia essere la &quot;Casa&quot; di tutti i Climbers. E' stata qui realizzata, in collaborazione con il Servizio Conservazione della Natura e Valorizzazione Ambientale, la prima falesia al mondo &quot;senza barriere&quot;, accessibile agli atleti disabili: accesso con carrozzine, manovra per non vedenti, speciali gruppi tavolo panca, ed infine un tabella a rilievo dove è possibile ai non vedenti conoscere la parete che andranno a scalare.La Città di Arco ha sempre dedicato grande attenzione al Family Climbing, attrezzando aree dedicate - Muro dell'Asino, Massi di Gaggiolo - che riscuotono grande successo. Nel corso del 2015 è previsto un intervento di riqualificazione di una nuova falesia per famiglie nei pressi del Policromuro.";Arrampicate;0;176;10
723;Il Parco Arciducale (o Arboreto);False;"
Il Parco Arciducale è un Arboretum, che in origine era parte dell'area verde annessa alla grande villa costruita dall'Arciduca Alberto d'Asburgo intorno al 1872, per trascorrere ad Arco i mesi invernali. Negli anni ‘60 del Novecento vennero realizzati, su progetto del botanico Walter Larcher, i &quot;paesaggi vegetali in miniatura&quot;, che richiamano gli ambienti di origine delle piante: oasi e vialetto di palme, boschetto di conifere, giungla di bambù, macchia mediterranea, piante utili subtropicali, piante asiatiche, limonaia, stagno, pendio delle ginestre.  Con la ristrutturazione del 1993 il PARCO torna al suo antico splendore, viene dotato di etichette e tavole informative in tre lingue, grazie alla collaborazione scientifica del Museo Tridentino di Scienze Naturali di Trento, ora MuSe - che ancora oggi ne cura gli aspetti botanici e la didattica.Il Parco Arciducale è un ARBORETO, ossia un giardino botanico principalmente dedicato alle specie arboree e arbustive. Dovendo infatti abbellire la Villa Arciducale soprattutto nel periodo invernale (corrispondente all'alta stagione turistica a fine Ottocento), fu progettato per ospitare piante sempreverdi.
Il Parco è ricco di maestosi e spettacolari monumenti vegetali ultrasecolari: i cipressi californiani e i lecci presso l'ingresso, la sequoia sempreverde, il cipresso di Lawson, l'albero dei mammouth. 
Grazie al clima mite dell’Alto Garda, vi crescono oltre 150 specie di alberi e arbusti provenienti da tutto il mondo, con prevalenza di piante mediterranee e subtropicali. Nell’Arboreto si svolgono importanti ricerche sul rapporto tra piante e clima. L'Arboreto è un vero e proprio paradiso botanico per i numerosi visitatori, e in pochi anni è diventato un centro didattico conosciuto a livello internazionale. Viene visitato annualmente da migliaia di studenti, che seguono interessanti e divertenti programmi educativi.InformazioniIl Parco Arciducale di Arco si trova in via Lomego, all'inizio della strada che porta in località Laghel.Ente gestore:
Comune di Arco 
Piazza Tre Novembre, 1 
38062 Arco (Tn) Tel. 0464/583636 Fax 0464/583631 Per informazioni:
Azienda Promozione Turistica del Garda Trentino Viale delle Palme, 1 
38062 Arco (Tn) Tel. 0464/532255 Fax 0464/532353Per attività didattiche:
MuSe - sezione didatticaCorso del Museo e della Scienza, 3 - 38122 Trento prenotazioni@muse.ithttps://ilmuseperlascuola.muse.it/sede-territoriale/arboreto-di-arco/Telefoni:
848 004 848 (da telefonia fissa) 0461 228502 (da telefonia mobile) DATI ESSENZIALI:
Estensione: circa 1 ettaro 
Longitudine: 10° 53’ E 
Latitudine: 45° 55’ N Altezza: 91 m s.l.m. Apertura: TUTTI I GIORNI  - DA APRILE A SETTEMBRE: 9.00-19.00- DA OTTOBRE A MARZO: 9.00 - 16.00";Parchi e orti botanici;0;397;177
724;Forni Redebus;False;"Su iniziativa della Soprintendenza per i beni archeologici della Provincia Autonoma di Trento nella loc. Acqua Fredda, presso il Passo Redebus, tra la Valle di Pinè e la Valle Dei Mocheni, sono state fatte delle ricerche che hanno portato alla luce una batteria di forni per l' estrazione del rame in funzione tra i secoli XIII-XI a.C.

    Calendario visite guidate - anno 2016
 
La loc. Acqua Fredda prende il nome da una sorgente a poca distanza dal Passo del Redebus (1440 m. s.l.m.), il quale mette in comunicazione l' Altopiano di Pinè con la Valle Dei Mocheni.
Il sito archeologico, datato tra il XIII e l' XI secolo a.C. venne casualmente alla luce nel 1979, durante i lavori di ampliamento della vicina strada che porta al passo.
Presso i forni sono stati anche rinvenuti frammenti di grandi ugelli in ceramica (parte terminale di mantici per la ventilazione artificiale), resti di pali, tavole e macine in pietra per la triturazione del minerale.La struttura creata sul sito dalla Soprintendenza per i beni archeologici della Provincia Autonoma di Trento è stata pensata per dare un' ampia fruibilità all'area archeologica, una adeguata protezione, massima leggibilità, facile accessibilità mediante percorsi pedonali, possibilità di utilizzo della struttura per incontri di archeo-metallurgia o di altra natura. Il tutto è stato creato cercando un inserimento con la minima invasività nel naturale ambiente circostante.Il sito si raggiunge dalla loc. Centrale prendendo la strada verso Regnana - Passo Redebus; è localizzato poco prima del passo e quindi del confine del territorio comunale ed è visibile direttamente dalla strada.";Sito Archeologico;0;276;178
725;Malga Palazzo e la riserva naturale del monte Scanuppia;False;Sul monte Scanuppia malga risalente alla famiglia Trapp del 1589. La riserva Naturale della Scanuppia si estende su una superficie di circa 580 ettari e include l'omonima foresta demaniale che occupa la parte sommitale del Monte Vigolana, situato nel territorio del Comune di Besenello, poco a sud-est di Trento. Circa 3/5 della superficie totale della riserva sono ricoperti da formazioni di abete rosso, larice e faggio;Malga;0;398;10
726;Biosfera UNESCO;False;Biosfera UNESCO;Luogo incantevole;0;176;10
727;"Rudere ""il Bersaglio""";False;Restaurato di recente il prospiciente rudere situato in località Bersaglio nelle vicinanze del bici grill. Sono i resti di quello che nel corso della guerra 1915 - 1918 era considerato il bersaglio, ossia la sala armamentario dove i militari si esercitavano sparando su sagome.;Rovine;0;176;10
728;Parco del Palù;False;"Al centro del paese si trova il parco del Palù, ombreggiato da secolari, maestosi pioppi dai possenti tronchi (il più alto di essi servì da osservatorio militare durante la prima guerra mondiale). Presso la spianata dove si tenevano le fiere del bestiame s'innalza la colonna con la statua di S. Giuseppe eretta nel 1720 da G.B. Castelbarco e rinnovata da D. de Betta nel 1843. 
Al Palù c'era la «berlina» per i malfattori e nel 1716 vi venne giustiziata Maria Bortolotti da Pilcante (Maria Toldina), accusata di stregoneria.Sempre verso il parco del Palù - uno dei pochi parchi urbani a espressione naturale - presso un giovane boschetto di abeti, c'è il monumento ai Caduti con quattro bronzi di Bruschetti (1971) e i nomi dei Caduti scritti a mano nelle nicchie della stele centrale.(notizie tratte da &quot;Aldo Gorfer, Terre Lagarine - Arti Grafiche Manfrini - 1977&quot;)";Parchi e orti botanici;0;399;10
729;Dosso Rovione;False;"Si tratta di una pineta con panchine dove, accanto alla croce issatavi nel 1933 in luogo di una precedente, si notano scarse tracce dell'antico castel Rovione già dei Castelbarco (XIII sec.). Il colle era luogo di leggendari convegni delle streghe, perciò vi fu eretta la croce che, nello scorso secolo, veniva illuminata la notte dei venerdì santo.(notizie tratte da &quot;Aldo Gorfer, Terre Lagarine - Arti Grafiche Manfrini - 1977&quot;)";Parchi e orti botanici;0;317;179
730;Orto dei semplici ed il Giardino botanico del Monte Baldo;False;"L’Orto dei semplici ed il Giardino botanico del Monte Baldo - presso Palazzo Baisi a Brentonico. Inaugurati nel 2005, l'Orto ed il Giardino si trovano a quota 690 s.l.m., nelle adiacenze del Palazzo Eccheli-Baisi a Brentonico, in una zona dal panorama straordinario. 
La struttura permanente, che occupa circa 6000 metri quadrati, è stata progettata e realizzata dal Servizio Ripristino e Valorizzazione Ambientale della Provincia Autonoma di Trento sul modello degli orti rinascimentali. La direzione scientifica dell'opera è stata assegnata alla sezione di Botanica del Museo Civico di Rovereto, che ha curato la raccolta delle specie floristiche spontanee e ha supervisionato le ultime fasi di allestimento di questo primo esempio trentino di orto botanico realizzato sul modello rinascimentale. Nell'orto botanico sono coltivate circa 500 specie di piante, alcune ottenute da vivai specializzati, altre ottenute da seme, la maggior parte raccolte in natura. Ogni singola pianta è segnalata con un cartellino bianco. Le piante coltivate a Palazzo Eccheli-Baisi di Brentonico sono suddivise in due aree: ad ovest sono situate le specie del vero e proprio orto dei semplici, ad est invece è rappresentata la flora spontanea del Monte Baldo, che costituisce il giardino botanico, al quale è annessa un'area didattica. L'orto dei semplici è ripartito su tre terrazzamenti con le specie coltivate in dodici aiuole tematiche dalle forme geometriche simmetriche, realizzate sia in metallo che in muratura. Grande importanza è stata dedicata alle specie autoctone, cioè che crescono spontanee sulla catena del Monte Baldo. Nel giardino botanico si sono ricreati artificialmente dei piccoli microambienti, che offrono al visitatore la sensazione di trovarsi di fronte a un ambiente più naturale. Nella predisposizione del giardino si è utilizzato anche un criterio espositivo diverso rispetto a quello adottato per l'orto. Si è infatti cercato di suddividere ecologicamente le specie, per ambiente e quota di crescita.La proprietà e la gestione sono del Comune di Brentonico (tel. 0464 395059- biblioteca comunale), le visite guidate sono a cura della Fondazione Museo Civico di Rovereto (prenotazioni tel. 0464 452800).";Parchi e orti botanici;0;317;179
731;"Malga Lastè o ""Mont Aut""";False;"La parte più consistente delle proprietà comunali al di fuori del territorio catastale del comune di Brez corrisponde al Mont Aut o monte Lastè, una malga a m.1932 s.l.m. con relativo pascolo, distante dagli altri territori comunali di Brez.  
Si tratta di circa 430 ettari dei quali 203 ricadono nel territorio di san Nicolò d’Ultimo e gli altri 227 su quello di Proves. 
La malga, gestita per circa cinquant’anni da Hans Gamper della Val d’Ultimo, è da qualche anno affittata ad altre persone, sempre della stessa Valle che vi tengono, durante il periodo estivo, soprattutto cavalli. Gottfried Oberthaler, studioso delle malghe di Val d’ Ultimo, scrive che sulla malga, nel 1988, alpeggiavano 110 bovini di cui 9 mucche, 70 cavalli, 50 capre, 100 pecore ed alcuni maiali. Con il latte non utilizzato per l’allevamento dei vitelli si producevano inoltre circa 70 kg di burro. 
Il più antico documento in nostro possesso che certifichi la proprietà di brez sulla malga del Mont Aut risale al 1446. Si tratta di una serie di testimonianze prodotte dalla comunità di Brez per supportare i propri diritti in una lite di confine con Proves. 
É piuttosto incerto e avvolto da mistero il modo in cui un territorio così distante da Brez sia pervenuto alla nostra comunità. Si racconta, ma non esiste alcun documento al riguardo, che la malga sia pervenuta al comune di Brez attraverso il matrimonio di una figlia del maso Jaisten di San Nicolò. Questa donna avrebbe trascorso gli ultimi anni di vita mantenuta a spese della comunità di Brez e avrebbe trasferito la sua proprietà, la Brizner Alm appunto, al Comune di Brez. L’Oberhalter fa questa ipotesi, pur non scartando che si possa trattare di una proprietà pervenuta alla comunità di Brez a titolo di usucapione. Allo stato attuale e con i documenti in nostro possesso, ritengo di ardua argomentazione entrambe le supposizioni: la proprietà è, infatti, molto antica, e potrebbe rientrare nel discorso della divisione della montagna, spesso di pertinenza del Capitolo della cattedrale di Trento, tra le varie pievi della zona. Forse, in origine, alla fine del primo Millennio, esisteva tra la Novella e le Maddalene un’unica organizzazione pievana e comunale che estendeva i suoi confini anche al di là della linea di spartiacque delle Maddalene. È possibile che il frazionamento pievano e comunale avvenuto successivamente tra i comuni di pieve di Revò, Cloz, Arsio e Castelfondo abbia riservato ad Arsio quell’ampio territorio montano su cui, già dal XVII secolo è documentata la presenza di una malga. 
Un’altra ipotesi indicatami da p. Frumenzio Ghetta suggerisce che potrebbe trattarsi di un territorio alpestre riservato, già da prima del Mille, in epoca longobarda o postlongobarda, al pascolo dei cavalli della nobiltà guerriera longobarda. Vi sono diversi casi documentati di tali territori alpestri, che spesso erano molto distanti dal paese di riferimento, soprattutto nel Trentino orientale, adibiti nel lontano passato a tale scopo. Il fatto che nell’area in cui sorge Brez siano state rinvenute importanti e ricche testimonianze d’epoca longobarda che segnalano la presenza in loco di personaggi d’alto lignaggio, pur con molte cautele, potrebbe suggerire un collegamento con il Mont Aut che, peraltro, è sempre stato una malga prevalentemente per cavalli. ";Malga;0;400;180
732;Centro storico;False;"
Nel centro storico la presenza di alcuni splendidi palazzi signorili dalla facciate affrescate, rendono piacevoli le passeggiate nel cuore del paese. Degne di nota sono anche la Chiesa di San Lorenzo, la Chiesetta dei Santi Sebastiano e Fabiano, nonché la piazza principale recentemente riportata al suo antico splendore.";Percorso;0;401;181
733;Percorso dell'arte;False;Assieme ai Comuni di Volano e Besenello e con il contributo del Comprensorio della Vallagarina nel 2006 è stato ultimato il Percorso dell'Arte con la sistemazione di numerosi sentieri.;Percorso naturalistico;0;401;181
734;Cascata di Calliano;False;"La cascata di Calliano nasce dal Rio Cavallo che parte dal biotopo di Folgaria e scende da Calliano, giungendo a sfociare nell'Adige.All'altezza del &quot;Zambel&quot; a Calliano, si arriva alla caratteristica cascata di Calliano, dove scorre acqua fresca e limpida...";Cascate;0;401;181
735;Alpinismo;False;Alpinismo Madonna di Campiglio Tel. 0465 442634;Alpinismo;0;387;182
736;Arrampicata;False;"Arrampicata sulle pareti del gruppo &quot;Brenta&quot;";Arrampicate;0;176;10
737;Palestra di roccia;False;"La palestra di roccia è situata nella forra del torrente Novella lungo il sentiero “Mondino” con arrivo nella frazione Dovena, dove è stata realizzata un’area sosta camper  attrezzata.

    Brochure palestra roccia
";Arrampicate;0;402;183
738;Percorso Ciclabile Rankipino;False;"Percorso su strade sterrate dal fondo curato che attraversa a mezza montagna il tratto di Val di Non compreso tra il Passo Palade, in provincia di Bolzano, e Mostizzolo, all'imbocco della Val di Sole. La Pista rampi pedonale “RankiPino” si sviluppa nel cuore del territorio delle Maddalene. Per lunghi tratti sterrata, è accessibile a tutti e non presenta difficoltà tecniche; sono presenti solo alcuni brevi tratti ripidi che richiedono attenzione per i meno esperti.  Il percorso “Rankipino” attraversa cinque centri abitati compresi nell’area delle Maddalene: Senale, Rumo, Preghena, Bresimo e Cis. Il tratto compreso tra il paese di Cloz e la località “Frari” tra Revò e Rumo si presenta perfettamente pianeggiante poiché segue un vecchio canale irriguo e può essere percorso con facilità nelle due direzioni da tutti.
Sopra il paese di Castelfondo la pista Rankipino passa presso il Rifugio Arnica, un punto ideale per fare sosta che è anche stazione di ricarica per le biciclette elettriche Movelo!Il tratto compreso tra il paese di Cloz e la località “Frari” tra Revò e Rumo si presenta perfettamente pianeggiante poiché segue un vecchio canale irriguo. Il parcheggio presso il campo sportivo di Cloz è stato pensato proprio per le famiglie che vogliono pedalare con i bimbi su questo tratto.  Per ulteriori info e dettaglio clicca qui
Difficoltà: medio
Lunghezza: 57,2 km
Salita: 1650 m Discesa: 2550 mDurata: 5:00 h
Punto più basso: 594 m Punto più alto: 1522 m ";Ciclismo;228;402;183
739;Doss di Pez;False;"Il Doss di Pez è sempre stato per la Comunità Clesiana un punto di riferimento importante se non essenziale per motivi di svago e di relax. Lo testimonia inequivocabilmente la centenaria attività della Società di Abbellimento Clesiana che è stata la proprietaria dell' area e che ha cercato di custodire e tramandare sino ai giorni nostri un ampio territorio a verde. Una parte del Doss di Pez è di proprietà della Pro Loco di Cles che lo ha ereditato dalla Società di abbellimento e della cui attività è la naturale continuatrice. Oggi, dopo l'accordo che la Amministrazione ha sottoscritto con la Pro Loco è stata portata a termine la riqualificazione dell'area verde sulla base del progetto definitivo elaborato dall'agronomo Francesco Decembrini, per anni responsabile delle aree verdi e dei giardini del Comune di Merano. Un progetto che si è articolato su una completa rivisitazione della grande area che si estende ad est, un magnifico balcone naturale rivolto verso il bacino artificiale di Santa Giustina. Un progetto che ha realizzato tre percorsi importanti, quello relativo alle piante, agli uccelli ed alle rocce; un'area destinata ai giochi, il ripristino delle due fontane ed una zona di sosta e degli spettacoli con la realizzazione di un palco a sbalzo orientato verso il Lago di S. Giustina. Sui tre percorsi apposite tabelle documentano sia l'esistenza delle piante arboree presenti nel parco che le rocce messe in evidenza con appropriati interventi. Un percorso particolare è poi quello riservato alle indicazioni degli uccelli che nelle varie stagioni dell'anno frequentano il parco e che da sempre danno gioiosa vitalità, con il loro canto, al Doss di Pez. Oggi con questo significativo intervento è ridiventato il parco cittadino della comunità di Cles, dove mamme e bambini, nonni e nipotini possono apprezzare il paesaggio, l'aria salubre ed anche la quiete che in molti momenti della giornata questo grande parco offre.";Parco naturale;0;403;184
740;Malga Boiara;False;Malga ristrutturata, con parco circostante.Foto panoramiche: Panorama 1  , Panorama 2  .;Alpinismo;0;404;10
741;Area archeologica Campi Neri;False;"Campi Neri di Cles è una località di straordinario interesse per l’archeologia del Trentino, nota a livello internazionale per aver restituito in passato numerosi reperti tra cui frammenti epigrafici di epoca romana con dedica al dio Saturno e l’eccezionale documento giuridico noto come Tabula Clesiana, una lastra di bronzo recante inciso l’editto con cui, nel 46 d.C., l'imperatore Claudio estendeva la cittadinanza romana alle popolazioni locali. Le ricerche eseguite dall'Ufficio beni archeologici della Provincia autonoma di Trento presso l'Istituto Comprensivo Bernardo Clesio e l’A.P.S.P. Azienda Pubblica di Servizi alla Persona Santa Maria, hanno portato in luce un eccezionale luogo di culto frequentato a scopo religioso dalle comunità della valle a partire dalla metà del III millennio a.C. fino alla tarda romanità.
Si tratta di una vasta area santuariale caratterizzata da percorsi viari, probabilmente connessi allo svolgimento di processioni, e contrassegnata da cerimonie rituali con deposizione di offerte votive, sacrifici di animali e accensioni di fuochi.Di particolare rilievo risulta una struttura circolare di notevoli dimensioni, databile tra l’età del Rame e la fase iniziale dell’Antica età del Bronzo (2500 - 2000 a.C. circa), rinvenuta nel parco dell’A.P.S.P. Si presenta come un ampio recinto circolare di grossi blocchi connesso con particolari rituali funerari e propiziatori.CONSULTA L'AREA TEMATICA DEDICATA PER MAGGIORI INFORMAZIONI";Rovine;0;405;185
742;Rankipino;False;"Percorso su strade sterrate   dal fondo curato che attraversa a mezza montagna il tratto di Val di Non compreso tra il Passo Palade, in provincia di Bolzano, e Mostizzolo, all'imbocco della Val di Sole. Lungo il percorso, all'altezza del campo sportivo sito in località PlanPalù di Cloz, potrete inoltre godere del nuovo bar EL BALU' http://rankipino.it/ La Pista rampi pedonale “RankiPino” si sviluppa nel cuore del territorio delle Maddalene e collega il Passo delle Palade alla località Mostizzolo, che corrisponde all'imbocco della pista ciclabile della Val di Sole.Per lunghi tratti sterrata, è accessibile a tutti e non presenta difficoltà tecniche; sono presenti solo alcuni brevi tratti ripidi che richiedono attenzione per i meno esperti.  Il percorso “Rankipino” attraversa cinque centri abitati compresi nell’area delle Maddalene: Senale, Rumo, Livo , Bresimo e Cis. Il tratto compreso tra il paese di Cloz e la località “Frari” tra Revò e Rumo si presenta perfettamente pianeggiante poiché segue un vecchio canale irriguo e può essere percorso con facilità nelle due direzioni da tutti.Per ulteriori info e dettaglio clicca qui  ";Pista ciclabile;0;406;186
743;Malga di Cloz;False;"La malga di Cloz, a 1732 metri di altitudine, è situata nel cuore delle Maddalene, poco distante dalla strada che porta in Val d’Ultimo, dove, da un ampio parcheggio, si imbocca una strada forestale leggermente in salita; la malga si raggiunge in dieci minuti. La nuova gestione è stata affidata a Floretta Mirko.Tramite il sentiero “Bonacossa”, molto agevole e panoramico, la malga è collegata a quella di Revò e alla Kessel Alm per arrivare fino a Proves; lungo il percorso sono collocati molti pannelli didattici su piante e fiori locali. Qui sotto vi proponiamo due immagini relative al giro delle malghe delle Maddalene, escursione molto semplice ma molto suggestiva.";Malga;0;407;10
744;Monte Casale;False;"La “Panoramica” risale le pendici ovest del Monte Casale; il bosco comprende lembi di faggeta, di abetina e di pineta. Una singolare ricchezza di massi erratici di tonalite, fillade e gneiss che si trovano fino a quota oltre 1500 metri. La cima, detta le Quadre, è libera da vegetazione d era tenuta a prato da sfalcio. Si notano ancora le tracce dei vecchi ricoveri, seminterrati, ricoperti di larghe lastre di calcare. Verso la valle del basso Sarca, la montagna si rompe di immensi dirupi, a picco, per oltre 1000 metri. Dalla cima, dall'orlo del dirupo o dalla croce vi è un grandioso panorama sulla valle del Sarca, con i suoi laghi fino a Garda, e sui monti trentiniLe Valli del Trentino. Guida geografico-storico-artistico-ambientale, Aldo Gorfer, 1959, Manfrini Editori";Monte;0;408;187
745;Sito archeologico di San Martino;False;Isolato e lontano da qualsiasi nucleo abitato antico o moderno, il monte di San Martino rimane fedele custode dei resti di un antico insediamento fortificato fondato nell’età tardoantica, per motivi strategico-militari. Situato sulla dorsale del monte Casale, tra il lago di Garda e le Giudicarie, nel territorio di Vigo Lomaso, a monte del paese di Lundo. L'area archeologica di San Martino è un vero è proprio work in progress che ha come obiettivo il recupero e l'interpretazione di un luogo fortificato al tramonto del mondo romano e ereditato da Ostrogoti e Longobardi. Un castello con bastioni e torri servito da vie d'acceso controllate arrocato su una montagna protetta da strapiombi di roccia. Si può accedervi a piedi, e se si è fortunati trovare gli archeologi al lavoro.;Sito Archeologico;0;409;188
746;Malga Dimaro;False;"
Davanti alla casera, in uno spiazzo delimitato da una staccionata in legno, tavoli e panche invitano ad una sosta.
Costruita nel 1945 questa malga è stata ristrutturata nel 1994 mantenendo le caratteristiche tradizionali: muratura in pietra di granito a vista e copertura in scandole.Volgendo lo sguardo di fronte si vede il Monte Sasso Rosso (2.645 m) e più in fondo a destra il Gruppo del Brenta. Come arrivare:La malga si raggiunge comodamente imboccando una stradina asfaltata che parte, sulla destra, poco dopo Folgarida, dalla strada che da Dimaro porta a Madonna di Campiglio.  All’imbocco c’è l’indicazione per la malga che dista circa due chilometri.Altitudine: 1670Proprietà: ASUC di DimaroGestione e Casaro: Stefano StanchinaAnimali presenti: vacche, manze, vitelli, maialiPeriodo di alpeggio: 1 giugno - 30 settembreVendita diretta in malga: SìRistorazione: NoPernottamento: NoPartenza escursioni: Folgarida di  Dimaro (in auto: 7 km circa)Fondo stradale: asfalto Per informazioni: Tel: +39 (333) 3795863";Malga;0;410;189
747;Caverna “Cesare Battisti” (Paganella);False;La caverna Cesare Battisti è la più grande della nostra regione trentina. La scoperta è dovuta al sigor Adolfo Scartezzini e da allora è stata oggetto di feconda attività esplorativa. La grotta sbocca sull’enorme parete a picco che sovrasta la Val d’Adige e vi si accede da una stretta cengia, difficilmente visibile da lontano. Il portale dell’ingresso è a sagoma regolare, trapezoidale e misura circa 3 metri per due. La grotta misura più di un chilometro e presenta numerose ramificazioni.;Monte;0;411;190
748;Doss Castel;False;Il Doss Castel e' uno sperone roccioso che si eleva in posizione strategica a controllo della valle dell'Adige nel mezzo del margine orientale dell'altipiano di Fai della Paganella, a 35 Km a nord di Trento, nei pressi dell'imbocco della direttrice valle di Non - valle di Sole. La storia di Doss Castel;Sito Archeologico;0;300;191
749;Dolomiti di Brenta;False;"Da più di un secolo meta di alpinisti ed escursionisti da tutto il mondo, le Dolomiti di Brenta offrono una straordinaria varietà di ascensioni, percorsi attrezzati e sentieri, oltre a decine di rifugi e bivacchi in quota. 
Il gruppo si estende per circa 40 chilometri in direzione nord–sud, e per circa 12 km da est ad ovest. Ha come confini naturali a nord la Valle di Sole, ad est la Valle di Non, il Lago di Molveno e la Paganella, a sud le Valli Giudicarie, e ad ovest la Valle Rendena. L’intero gruppo del Brenta è compreso nel territorio del Parco Naturale Adamello-Brenta.Le Dolomiti di Brenta si connotano per i suggestivi torrioni di roccia, che all’alba e al tramonto si tingono del caratteristico colore rosa, e per l’imponenza degli scenari naturali.Il gruppo è tradizionalmente diviso in tre parti:









la parte centrale è in assoluto la più frequentata, anche per via dei comodi accessi da Molveno e Madonna di Campiglio. Le cime più affascinanti del Gruppo si concentrano in questo settore, e possono essere godute in tutto il loro splendore percorrendo uno dei sentieri attrezzati più famosi al mondo, la Via delle Bocchette

la parte settentrionale, più selvaggia e meno frequentata, è meno adatta all’escursionista inesperto, in quanto i percorsi per giungere ai rifugi sono mediamente più ardui e più lunghi. Rappresenta forse, tuttavia, la parte naturalisticamente più bella del Gruppo, tanto da ospitare una piccola colonia di orsi bruni

la parte meridionale del Gruppo offre accessi forse meno agevoli ma spesso più interessanti dal punto di vista naturalistico. È frequentata in estate soprattutto nel settore che confina con la parte centrale, molto meno in quello più meridionale










Il 26 giugno 2009, a Siviglia, le Dolomiti hanno ricevuto il riconoscimento di patrimonio naturale dell'umanità e sono state iscritte nella lista dei Beni naturali dell' Unesco. Ad esprimersi per il &quot;sì&quot; il World Heritage Comittee, che ha esaminato la candidatura illustrata dal direttore della IUCN (International Union for Conservation of Nature) Tim Badman e promossa dalle 5 province interessate: Trentino, Alto Adige, Udine, Belluno, Pordenone su mandato dello Stato italiano. Le Dolomiti sono il secondo sito naturale italiano a ricevere l'ambito riconoscimento dell'Unesco dopo le isole Eolie. Entro 18 mesi sarà presentata all' WHC (World Heritage Comittee) la Fondazione &quot;Dolomiti - Dolomiten - Dolomites - Dolomitis UNESCO Foundation&quot; che diventerà il soggetto unitario di coordinamento interistituzionale per la gestione delle politiche di conservazione e valorizzazione dei valori del Patrimonio Universale.";Dolomiti;229;412;190
750;Cascata Sajant ;False;Agli amanti della natura è consigliabile di raggiungere anche la suggestiva cascata Sajant a 1.000 m. di quota in una zona di pregio ambientale e paesaggistico, posta sul versante del Monte Cogorna lato ovest di Ballino raggiungibile a piedi, in trenta minuti circa.  Oltre alle diverse passeggiate a piedi, percorsi in mountain bike e a cavallo che si possono percorrere nei prati e nei boschi di Castil, Laghisoi, Lago di Tenno, Lindos, da Ballino si possono raggiungere le alte cime del Dos de la Torta, di Cogorna, Misone, e la malga Nardis, di proprietà della Frazione di Ballino, gestita direttamente dall’A.S.U.C. di Ballino.;Cascate;0;413;192
751;Scuola Italiana Sci Costa 2000;False;;Scuola di sci;230;414;193
752;Scuola Italiana Sci Folgaria;False;;Scuola di sci;231;415;194
